"","class.index","Mantel.cor","Pr.Mantel","Pr.corrected","distance","Signif","group","Locus"
"288",439.247642150429,-0.547357773453103,0.001,0.006,"2D|Depth","yes","Spring2021","16Schord"
"289",512.455582508834,0.346090541863149,0.001,0.007,"2D|Depth","yes","Spring2021","16Schord"
"290",585.663522867238,NA,NA,NA,"2D|Depth",NA,"Spring2021","16Schord"
"291",658.871463225643,0.200457713468689,0.001,0.009,"2D|Depth","yes","Spring2021","16Schord"
"292",732.079403584048,0.264123516884165,0.001,0.01,"2D|Depth","yes","Spring2021","16Schord"
"293",805.287343942453,0.11869666863475,0.001,0.011,"2D|Depth","yes","Spring2021","16Schord"
"294",879.495284300858,0.0684892323117077,0.008,0.096,"2D|Depth","no","Spring2021","16Schord"
"295",73.2594791666563,0.549509200959774,0.001,0.001,"3D","yes","Spring2021","16Schord"
"296",146.518958333313,0.220514773203143,0.001,0.002,"3D","yes","Spring2021","16Schord"
"297",219.778437499969,-0.0287902897224165,0.202,0.606,"3D","no","Spring2021","16Schord"
"298",293.037916666625,-0.0316601120047263,0.126,0.504,"3D","no","Spring2021","16Schord"
"299",366.297395833282,-0.173818920642151,0.001,0.005,"3D","yes","Spring2021","16Schord"
"300",439.556874999938,-0.609315523104666,0.001,0.006,"3D","yes","Spring2021","16Schord"
"301",512.816354166594,0.105288703955275,0.001,0.007,"3D","yes","Spring2021","16Schord"
"302",586.075833333251,NA,NA,NA,"3D",NA,"Spring2021","16Schord"
"303",659.335312499907,-0.0203034748703159,0.278,2.502,"3D","no","Spring2021","16Schord"
"304",732.594791666563,-0.0104627318019601,0.363,3.63,"3D","no","Spring2021","16Schord"
"305",805.85427083322,-0.0368655012565295,0.095,1.045,"3D","no","Spring2021","16Schord"
"306",880.113749999876,-0.281360605985411,0.001,0.012,"3D","yes","Spring2021","16Schord"
