"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",7,1835.29375990263,26.4259306467872,0.001,"0.524054391256696","0.504223324225725","Complete","Hellinger-Mahalanobis"
"Residual",168,1666.81169440737,NA,NA,"NA","NA","Complete","Hellinger-Mahalanobis"
"Longitude",1,0.623707328049932,0.0628642284332205,0.844,"0.000178094997148267","-0.00274917190102553","pRDA","Hellinger-Mahalanobis"
"Latitude",1,5.42202494451908,0.546492560458709,0.461,"0.001548218783543","-0.00133040466659318","pRDA","Hellinger-Mahalanobis"
"Depth_m",1,13.7497066853205,1.38584984187739,0.224,"0.00392612603174463","0.00113192532414808","pRDA","Hellinger-Mahalanobis"
"Temperature",1,31.1588321954862,3.14053700631303,0.081,"0.194411719968813","0.194297044958786","pRDA","Hellinger-Mahalanobis"
"Season",2,680.850350825791,34.3118719776565,0.001,"0.00889717130139721","0.00627945740810798","pRDA","Hellinger-Mahalanobis"
"Salinity",1,152.829891983637,15.4039127151551,0.001,"0.0436394314181542","0.0422551705467616","pRDA","Hellinger-Mahalanobis"
"Residual1",168,1666.81169440737,NA,NA,"NA","NA","pRDA","Hellinger-Mahalanobis"
