"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,5.9977515654684,1.09351991368743,0.35,"0.206577085099826","0.0176668672664509","Complete","Hellinger-Mahalanobis"
"Residual",21,23.0362120155845,NA,NA,"NA","NA","Complete","Hellinger-Mahalanobis"
"Longitude",1,0.667665121597068,0.608649006358031,0.553,"0.0229960032750341","-0.0174744112537575","pRDA","Hellinger-Mahalanobis"
"Latitude",1,0.615302690041766,0.560914983858263,0.604,"0.0211925143573344","-0.0196058072474024","pRDA","Hellinger-Mahalanobis"
"Depth_m",1,1.67512089608965,1.52705396156644,0.166,"0.0576952193045664","0.0235337531447808","pRDA","Hellinger-Mahalanobis"
"Temperature",1,1.79751218837683,1.63862686844418,0.141,"0.0619106717330833","0.0285156514693916","pRDA","Hellinger-Mahalanobis"
"Salinity",1,2.04627911009651,1.86540483665263,0.12,"0.0704788068078962","0.0386416292850795","pRDA","Hellinger-Mahalanobis"
"Residual1",21,23.0362120155845,NA,NA,"NA","NA","pRDA","Hellinger-Mahalanobis"
