"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",3,0.0962299657057055,3.54038196604838,0.001,"0.157068410436926","0.112703589933607","Complete","Hellinger"
"Residual",57,0.516432793394085,NA,NA,"NA","NA","Complete","Hellinger"
"Longitude",1,0.0332874948610384,3.67402541308277,0.006,"0.0543324926586843","0.040907812921632","pRDA","Hellinger"
"Latitude",1,0.00898948427756285,0.992192227866666,0.418,"0.0146728100313631","-0.000119444968700089","pRDA","Hellinger"
"Depth_m",1,0.0156993945911458,1.73278208344226,0.121,"0.0256248553677608","0.0112102571034353","pRDA","Hellinger"
"Residual1",57,0.516432793394085,NA,NA,"NA","NA","pRDA","Hellinger"
