"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",3,0.0657694901688795,3.53346654625851,0.001,"0.119642797120481","0.0857829047020374","Complete","Hellinger"
"Residual",78,0.48394592732215,NA,NA,"NA","NA","Complete","Hellinger"
"Longitude",1,0.0137906452633542,2.22270768243407,0.036,"0.0250868810016223","0.0141496236181448","pRDA","Hellinger"
"Latitude",1,0.00801112226480344,1.29119288204839,0.21,"0.0145732173592058","0.00336979127592008","pRDA","Hellinger"
"Depth_m",1,0.00828005037978596,1.33453737940723,0.178,"0.0150624306983735","0.00387138976291512","pRDA","Hellinger"
"Residual1",78,0.48394592732215,NA,NA,"NA","NA","pRDA","Hellinger"
