"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",7,99.6578274220177,21.5167032298149,0.001,"0.483339997545105","0.460876519177501","Complete","Hellinger-Mahalanobis"
"Residual",161,106.527938142972,NA,NA,"NA","NA","Complete","Hellinger-Mahalanobis"
"Longitude",1,1.16923650508707,1.76711462364334,0.132,"0.00567079158875507","0.00255289818573057","pRDA","Hellinger-Mahalanobis"
"Latitude",1,2.14885927925954,3.24765831378865,0.029,"0.0104219574681657","0.00748003317178614","pRDA","Hellinger-Mahalanobis"
"Depth_m",1,3.53676913944905,5.34526286134512,0.005,"0.0171533138078552","0.0144606990055381","pRDA","Hellinger-Mahalanobis"
"Temperature",1,14.4437310642043,21.8293974507975,0.001,"0.331872358045758","0.335437479693511","pRDA","Hellinger-Mahalanobis"
"Season",2,68.4273562135228,51.7085214565565,0.001,"0.0700520282019751","0.0693186250438848","pRDA","Hellinger-Mahalanobis"
"Salinity",1,10.0398233608617,15.1735928553253,0.001,"0.0486930964092044","0.0471686217032338","pRDA","Hellinger-Mahalanobis"
"Residual1",161,106.527938142972,NA,NA,"NA","NA","pRDA","Hellinger-Mahalanobis"
