"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,0.0865629930340254,3.23448364623344,0.001,"0.173575165777936","0.119911215503776","Complete","Hellinger"
"Residual",77,0.412143092538542,NA,NA,"NA","NA","Complete","Hellinger"
"Longitude",1,0.00453266220363424,0.846829647271592,0.602,"0.00462424565189183","-0.000392690734318135","pRDA","Hellinger"
"Latitude",1,0.0114876541198595,2.14621907595469,0.021,"0.0122460285859288","0.0074073795198133","pRDA","Hellinger"
"Depth_m",1,0.00909102197290512,1.69846032746074,0.055,"0.0132148372996522","0.00839885042567079","pRDA","Hellinger"
"Temperature",1,0.00430707846398692,0.804684217037991,0.666,"0.0323670694962412","0.0279990880537586","pRDA","Hellinger"
"Salinity",1,0.00531490478638885,0.99297471184397,0.455,"0.0275966767713893","0.0231171071949922","pRDA","Hellinger"
"Residual1",77,0.412143092538542,NA,NA,"NA","NA","pRDA","Hellinger"
