"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,0.128854197810978,3.27103065763366,0.001,"0.217040939796433","0.150688477067317","Complete","Hellinger"
"Residual",59,0.464831942379131,NA,NA,"NA","NA","Complete","Hellinger"
"Longitude",1,0.0113444372566005,1.43992212478701,0.078,"0.00777302350031394","0.00293996321134504","pRDA","Hellinger"
"Latitude",1,0.0108640290860128,1.37894507161893,0.098,"0.00799252523931555","0.00316454013506362","pRDA","Hellinger"
"Depth_m",1,0.0103180633192231,1.30964695050504,0.123,"0.00994140640537026","0.00515848213732761","pRDA","Hellinger"
"Temperature",1,0.0102601909631336,1.30230135159503,0.141,"0.0489354694013735","0.0450541419656085","pRDA","Hellinger"
"Salinity",1,0.011283118108105,1.43213903281032,0.099,"0.0463749296937037","0.0424343990277037","pRDA","Hellinger"
"Residual1",59,0.464831942379131,NA,NA,"NA","NA","pRDA","Hellinger"
