"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,0.211267851384149,6.06395702186806,0.001,"0.335693725052993","0.280334868807409","Complete","Hellinger"
"Residual",60,0.418079186159664,NA,NA,"NA","NA","Complete","Hellinger"
"Longitude",1,0.00543555504499577,0.780075434262818,0.599,"0.00449599482198521","0.000159320110635131","pRDA","Hellinger"
"Latitude",1,0.0334244374886772,4.79685742727872,0.002,"0.00642931569102691","0.0021397951472143","pRDA","Hellinger"
"Depth_m",1,0.0338407609252134,4.85660545353572,0.002,"0.00917494965208398","0.00495239579024853","pRDA","Hellinger"
"Temperature",1,0.0214137814803809,3.0731663554573,0.008,"0.168874223006204","0.168546773372518","pRDA","Hellinger"
"Salinity",1,0.0282833142228172,4.05903692302191,0.001,"0.0801826926396714","0.0776920349482648","pRDA","Hellinger"
"Residual1",60,0.418079186159664,NA,NA,"NA","NA","pRDA","Hellinger"
