"","class.index","Mantel.cor","Pr.Mantel","Pr.corrected","distance","Signif"
"1",3.51666666666667,0.0508522249493514,0.072,0.072,"Depth|2D","no"
"2",7.03333333333333,0.00723442965129467,0.421,0.842,"Depth|2D","no"
"3",10.55,-0.0206172042511285,0.221,0.663,"Depth|2D","no"
"4",14.0666666666667,-0.0420389574371924,0.062,0.248,"Depth|2D","no"
"5",17.5833333333333,-0.0686507421819722,0.01,0.05,"Depth|2D","no"
"6",21.1,-0.0547440296330616,0.031,0.186,"Depth|2D","no"
"7",24.6166666666667,-0.000377989940520363,0.499,3.493,"Depth|2D","no"
"8",28.1333333333333,0.0439336804441079,0.071,0.568,"Depth|2D","no"
"9",31.65,0.0243464122515915,0.228,2.052,"Depth|2D","no"
"10",35.1666666666667,0.0522684745671572,0.051,0.51,"Depth|2D","no"
"11",38.6833333333333,0.0149466868813387,0.327,3.597,"Depth|2D","no"
"12",43.2,0.00640035236489675,0.432,5.184,"Depth|2D","no"
"13",2178.53484660133,0.16919607519863,0.001,0.001,"2D|Depth","yes"
"14",4357.06969320265,0.0270111312588069,0.326,0.652,"2D|Depth","no"
"15",6535.60453980398,0.0977907478349112,0.001,0.003,"2D|Depth","yes"
"16",8714.13938640531,0.0857824369532679,0.005,0.02,"2D|Depth","yes"
"17",10892.6742330066,0.0344731396873554,0.149,0.745,"2D|Depth","no"
"18",13071.209079608,-0.157693462836127,0.003,0.018,"2D|Depth","yes"
"19",15249.7439262093,-0.206550517743992,0.002,0.014,"2D|Depth","yes"
"20",17428.2787728106,-0.0298160763863361,0.242,1.936,"2D|Depth","no"
"21",19606.8136194119,-0.0109775886276546,0.326,2.934,"2D|Depth","no"
"22",21785.3484660133,-0.0396337700359927,0.114,1.14,"2D|Depth","no"
"23",23963.8833126146,0.0247217787043079,0.181,1.991,"2D|Depth","no"
"24",26143.4181592159,0.0121090651522764,0.37,4.44,"2D|Depth","no"
"25",2179.45180806345,0.210156153998893,0.002,0.002,"3D","yes"
"26",4357.9036161269,0.0397234994354078,0.177,0.354,"3D","no"
"27",6536.35542419036,0.058550361904803,0.017,0.051,"3D","no"
"28",8714.80723225381,0.0329135689751025,0.209,0.836,"3D","no"
"29",10893.2590403173,-0.0105341071996419,0.322,1.61,"3D","no"
"30",13071.7108483807,-0.170569322436729,0.001,0.006,"3D","yes"
"31",15250.1626564442,-0.227714065962557,0.001,0.007,"3D","yes"
"32",17428.6144645076,-0.0418643890829296,0.176,1.408,"3D","no"
"33",19607.0662725711,-0.00878146738804956,0.35,3.15,"3D","no"
"34",21785.5180806345,-0.0456308415827182,0.078,0.78,"3D","no"
"35",23963.969888698,0.0191321227845128,0.271,2.981,"3D","no"
"36",26143.4216967614,0.00978172132078358,0.382,4.584,"3D","no"
