"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,0.212942823367908,2.5743764866759,0.001,"0.380016742756957","0.232401681508614","Complete","Hellinger"
"Residual",21,0.347408338591546,NA,NA,"NA","NA","Complete","Hellinger"
"Longitude",1,0.0271380851126661,1.64043209117104,0.048,"0.0484304967223921","0.0223452089223096","pRDA","Hellinger"
"Latitude",1,0.0221963905617048,1.34171851972681,0.12,"0.0396115722935018","0.0119228436881664","pRDA","Hellinger"
"Depth_m",1,0.0309133643415554,1.86863865675923,0.018,"0.055167841953707","0.0303075260138636","pRDA","Hellinger"
"Temperature",1,0.0221651393390674,1.33982945834721,0.134,"0.0395558015112511","0.0118569327636882","pRDA","Hellinger"
"Salinity",1,0.0212139383093904,1.28233163977383,0.16,"0.0378582927091799","0.00985078599760403","pRDA","Hellinger"
"Residual1",21,0.347408338591546,NA,NA,"NA","NA","pRDA","Hellinger"
