"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,7858.31686123815,4.70551423782177,0.001,"0.246290896923706","0.193949986987853","Complete","Hellinger-Mahalanobis"
"Residual",72,24048.3307631457,NA,NA,"NA","NA","Complete","Hellinger-Mahalanobis"
"Longitude",1,736.936919011991,2.20636761409559,0.074,"0.00195924746113303","-0.00283917935819022","pRDA","Hellinger-Mahalanobis"
"Latitude",1,647.174279659219,1.93762089329183,0.121,"0.0034380119566079","-0.00132622377611469","pRDA","Hellinger-Mahalanobis"
"Depth_m",1,363.776317707361,1.08913567153149,0.317,"0.00704382098832525","0.00236295656269414","pRDA","Hellinger-Mahalanobis"
"Temperature",1,873.887734202366,2.61639435527873,0.055,"0.0355742233378415","0.0315530213942804","pRDA","Hellinger-Mahalanobis"
"Salinity",1,1379.44812602421,4.13002740406216,0.011,"0.0637978175185404","0.0604291842265562","pRDA","Hellinger-Mahalanobis"
"Residual1",72,24048.3307631457,NA,NA,"NA","NA","pRDA","Hellinger-Mahalanobis"
