"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",3,0.117349103538182,4.66959427229874,0.001,"0.15225484337484","0.119649260427719","Complete","Hellinger"
"Residual",78,0.653392246536817,NA,NA,"NA","NA","Complete","Hellinger"
"Longitude",1,0.0179868230831489,2.14721280811305,0.004,"0.0233370417733501","0.0127841727097352","pRDA","Hellinger"
"Latitude",1,0.0116147369783258,1.38653234578652,0.097,"0.0150695651364691","0.00430739286685722","pRDA","Hellinger"
"Depth_m",1,0.0578381858894493,6.90454856678934,0.001,"0.0750422770022922","0.0657984012356126","pRDA","Hellinger"
"Residual1",78,0.653392246536817,NA,NA,"NA","NA","pRDA","Hellinger"
