"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,824.6882727924,1.78549931608927,0.152,"0.319666911594826","0.140631888330306","Complete","Hellinger-Mahalanobis"
"Residual",19,1755.14793445848,NA,NA,"NA","NA","Complete","Hellinger-Mahalanobis"
"Longitude",1,308.002244148486,3.33421617855065,0.056,"0.00166319120902136","-0.00257070156183647","pRDA","Hellinger-Mahalanobis"
"Latitude",1,302.083815545189,3.27014742328795,0.057,"0.0070500730934969","0.0029421892556093","pRDA","Hellinger-Mahalanobis"
"Depth_m",1,317.388225842363,3.43582223048649,0.054,"0.0195276425539134","0.0157116316858601","pRDA","Hellinger-Mahalanobis"
"Temperature",1,251.690605234851,2.72462588798111,0.094,"0.0210573313327956","0.0172771026584003","pRDA","Hellinger-Mahalanobis"
"Salinity",1,116.768053669077,1.26404901612864,0.268,"0.0192439664534101","0.0154213198870993","pRDA","Hellinger-Mahalanobis"
"Residual1",19,1755.14793445848,NA,NA,"NA","NA","pRDA","Hellinger-Mahalanobis"
