"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,8217.6844360159,7.29926346188448,0.001,"0.370534838273355","0.31977151877927","Complete","Hellinger-Mahalanobis"
"Residual",62,13960.2149639752,NA,NA,"NA","NA","Complete","Hellinger-Mahalanobis"
"Longitude",1,214.189293089732,0.951255851420066,0.339,"0.00166319120902136","-0.00257070156183647","pRDA","Hellinger-Mahalanobis"
"Latitude",1,156.92462213806,0.696932432463723,0.412,"0.0070500730934969","0.0029421892556093","pRDA","Hellinger-Mahalanobis"
"Depth_m",1,354.054013965531,1.57242198078677,0.191,"0.0195276425539134","0.0157116316858601","pRDA","Hellinger-Mahalanobis"
"Temperature",1,463.683094546903,2.05930581556903,0.133,"0.0210573313327956","0.0172771026584003","pRDA","Hellinger-Mahalanobis"
"Salinity",1,225.820971649649,1.00291437333938,0.308,"0.0192439664534101","0.0154213198870993","pRDA","Hellinger-Mahalanobis"
"Residual1",62,13960.2149639752,NA,NA,"NA","NA","pRDA","Hellinger-Mahalanobis"
