"","class.index","Mantel.cor","Pr.Mantel","Pr.corrected","distance","Signif"
"1",5.03555555555555,0.0113438625099423,0.357,0.357,"Depth|2D","no"
"2",9.98111111111111,0.205949631583238,0.001,0.002,"Depth|2D","yes"
"3",14.9266666666667,-0.0258841012973082,0.373,1.119,"Depth|2D","no"
"4",19.8722222222222,0.0444987731193384,0.242,0.968,"Depth|2D","no"
"5",24.8177777777778,-0.130623863751543,0.035,0.175,"Depth|2D","no"
"6",29.7633333333333,-0.0313150910763023,0.326,1.956,"Depth|2D","no"
"7",34.7088888888889,-0.0773733736009017,0.133,0.931,"Depth|2D","no"
"8",39.6544444444444,-0.0670068199524726,0.184,1.472,"Depth|2D","no"
"9",45.6,-0.0125172078103202,0.413,3.717,"Depth|2D","no"
"10",13716.3462493029,0.0796756201928794,0.131,0.131,"2D|Depth","no"
"11",27228.614713543,-0.0454510036464525,0.254,0.508,"2D|Depth","no"
"12",40740.8831777831,0.00700365540128722,0.459,1.377,"2D|Depth","no"
"13",54253.1516420233,0.093432913482068,0.129,0.516,"2D|Depth","no"
"14",67765.4201062634,-0.201056924580104,0.018,0.09,"2D|Depth","no"
"15",81277.6885705035,0.0364817959302641,0.315,1.89,"2D|Depth","no"
"16",94789.9570347436,-0.0856326719234508,0.166,1.162,"2D|Depth","no"
"17",108302.225498984,-0.0672962817862989,0.181,1.448,"2D|Depth","no"
"18",121815.493963224,0.108793996009781,0.071,0.639,"2D|Depth","no"
"19",13717.0006447206,0.0801493552510766,0.134,0.134,"3D","no"
"20",27229.1873132187,-0.0587861254039717,0.225,0.45,"3D","no"
"21",40741.3739817167,0.0088296089328107,0.485,1.455,"3D","no"
"22",54253.5606502147,0.0883120882318459,0.146,0.584,"3D","no"
"23",67765.7473187127,-0.19477997194918,0.027,0.135,"3D","no"
"24",81277.9339872107,0.0460296087277353,0.276,1.656,"3D","no"
"25",94790.1206557087,-0.0861970272186259,0.144,1.008,"3D","no"
"26",108302.307324207,-0.0590779884871047,0.233,1.864,"3D","no"
"27",121815.493992705,0.106901651892087,0.081,0.729,"3D","no"
