"","Df","Variance","F","Pr..F.","R2","adj.R2","model","transfo"
"Model",5,6.63798128058877,0.922113077437044,0.493,"0.18002591186418","-0.0152060138824441","Complete","Hellinger-Mahalanobis"
"Residual",21,30.234384546375,NA,NA,"NA","NA","Complete","Hellinger-Mahalanobis"
"Longitude",1,0.738177679415521,0.512718598387497,0.766,"0.0200198078658592","-0.0224859549713683","pRDA","Hellinger-Mahalanobis"
"Latitude",1,0.693015456089306,0.481350118291736,0.793,"0.0187949821104909","-0.0239334763186217","pRDA","Hellinger-Mahalanobis"
"Depth_m",1,1.86290363889795,1.2939233592419,0.252,"0.050523029838666","0.0135633073601307","pRDA","Hellinger-Mahalanobis"
"Temperature",1,1.89445518148926,1.31583822221525,0.225,"0.0513787260188185","0.0145745846639473","pRDA","Hellinger-Mahalanobis"
"Salinity",1,2.13943905966543,1.48599751332993,0.186,"0.0580228312364179","0.0224267090120194","pRDA","Hellinger-Mahalanobis"
"Residual1",21,30.234384546375,NA,NA,"NA","NA","pRDA","Hellinger-Mahalanobis"
