"","X","ID_ADNe","Site","ID_reception","Latitude","Longitude","Depth_CTD","Tide","Depth_m","Temperature","Salinity","Date","Project","Locus"
"1708",1708,"BDA20_067","CrB","CrB_ADN5_fond",48.6760543,-64.0288163,NA,NA,38.3,NA,NA,"2020-07-30","BDA","16Schord"
"1712",1712,"BDA20_068","CrB","CrB_ADN10_haut",48.6410495,-63.9858328,NA,NA,50.9,NA,NA,"2020-07-30","BDA","16Schord"
"1716",1716,"BDA20_069","CrB","CrB_ADN10_fond",48.6410495,-63.9858328,NA,NA,51.9,NA,NA,"2020-07-30","BDA","16Schord"
"1720",1720,"BDA20_070","CrB","CrB_ADN11_haut",48.6120723,-63.9435982,NA,NA,34.4,NA,NA,"2020-07-30","BDA","16Schord"
"1724",1724,"BDA20_071","CrB","CrB_ADN11_fond",48.6120723,-63.9435982,NA,NA,35.4,NA,NA,"2020-07-30","BDA","16Schord"
"1728",1728,"BDA20_072","CrB","CrB_ADN12_haut",48.6930478,-64.0629088,NA,NA,45,NA,NA,"2020-07-30","BDA","16Schord"
"1732",1732,"BDA20_073","CrB","CrB_ADN12_fond",48.6930478,-64.0629088,NA,NA,46,NA,NA,"2020-07-30","BDA","16Schord"
"1736",1736,"BDA20_074","CrB","CrB_ADN18_haut",48.6182613,-63.9418905,NA,NA,35.7,NA,NA,"2020-07-30","BDA","16Schord"
"1740",1740,"BDA20_075","CrB","CrB_ADN18_fond",48.6182613,-63.9418905,NA,NA,36.7,NA,NA,"2020-07-30","BDA","16Schord"
"1744",1744,"BDA20_076","CrB",NA,48.5373838,-63.8724842,NA,NA,NA,NA,NA,"2020-07-31","BDA","16Schord"
"1748",1748,"BDA20_077","CrB",NA,48.5373838,-63.8724842,NA,NA,NA,NA,NA,"2020-07-31","BDA","16Schord"
"1752",1752,"BDA20_078","CrB",NA,48.5211877,-63.8402262,NA,NA,NA,NA,NA,"2020-07-31","BDA","16Schord"
"1760",1760,"BDA20_080","CrC","CrC_ADN1_haut",48.6263498,-64.1128945,NA,NA,52,NA,NA,"2020-08-01","BDA","16Schord"
"1764",1764,"BDA20_081","CrC","CrC_ADN1_fond",48.6263498,-64.1128945,NA,NA,53,NA,NA,"2020-08-01","BDA","16Schord"
"1768",1768,"BDA20_082","CrC","CrC_ADN2_haut",48.615831,-64.1040857,NA,NA,45.2,NA,NA,"2020-08-01","BDA","16Schord"
"1772",1772,"BDA20_083","CrC","CrC_ADN2_fond",48.615831,-64.1040857,NA,NA,46.2,NA,NA,"2020-08-01","BDA","16Schord"
"1776",1776,"BDA20_084","CrC","CrC_ADN3_haut",48.6079392,-64.1082828,NA,NA,35.4,NA,NA,"2020-08-01","BDA","16Schord"
"1780",1780,"BDA20_085","CrC","CrC_ADN3_fond",48.6079392,-64.1082828,NA,NA,36.4,NA,NA,"2020-08-01","BDA","16Schord"
"1784",1784,"BDA20_086","CrC","CrC_ADN5_haut",48.6067087,-64.0849617,NA,NA,53,NA,NA,"2020-08-01","BDA","16Schord"
"1788",1788,"BDA20_087","CrC","CrC_ADN5_fond",48.6067087,-64.0849617,NA,NA,54,NA,NA,"2020-08-01","BDA","16Schord"
"1792",1792,"BDA20_088","CrC","CrC_ADN15_haut",48.6202243,-64.1285237,NA,NA,38,NA,NA,"2020-08-01","BDA","16Schord"
"1796",1796,"BDA20_089","CrC","CrC_ADN15_fond",48.6202243,-64.1285237,NA,NA,39,NA,NA,"2020-08-01","BDA","16Schord"
