"","sample_id","project","locus","seqdepth_ok","artefact_type","nb_reads_postmetabaR","nb_motus_postmetabaR"
"67","ADE_21_00431","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",24935,161
"68","ADE_21_00432","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",26453,186
"69","ADE_21_00433","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",20359,255
"70","ADE_21_00434","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",42954,134
"71","ADE_21_00435","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",38501,154
"72","ADE_21_00436","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",31129,116
"73","ADE_21_00437","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",41004,107
"74","ADE_21_00438","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",36690,122
"75","ADE_21_00439","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",52736,130
"76","ADE_21_00440","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",46860,220
"77","ADE_21_00441","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",33067,218
"78","ADE_21_00442","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",55352,116
"79","ADE_21_00443","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",43689,122
"80","ADE_21_00444","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",47007,189
"81","ADE_21_00445","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",20313,165
"82","ADE_21_00446","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",30907,140
"83","ADE_21_00447","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",20959,90
"84","ADE_21_00448","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",17536,85
"85","ADE_21_00450","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",18374,92
"86","ADE_21_00451","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",38862,104
"87","ADE_21_00452","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",31048,156
"88","ADE_21_00453","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",37228,207
"89","ADE_21_00454","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",37615,199
"90","ADE_21_00456","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",49178,207
"91","ADE_21_00457","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",23409,114
"92","ADE_21_00458","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",25848,110
"93","ADE_21_00459","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",21682,157
"94","ADE_21_00461","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",24426,122
"95","ADE_21_00462","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",29053,129
"96","ADE_21_00463","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",38933,150
"97","ADE_21_00464","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",20251,123
"98","ADE_21_00465","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",73473,270
"99","ADE_21_00466","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",31804,85
"100","ADE_21_00467","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",37424,150
"101","ADE_21_00468","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",37637,155
"102","ADE_21_00469","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",27886,219
