"","X","ID_ADNe","Site","ID_reception","Latitude","Longitude","Depth_CTD","Tide","Depth_m","Temperature","Salinity","Date","Project","Locus"
"142",142,"ADE_21_00433","Godbout","11M2-a",49.3003419600427,-67.6990110240877,"12.3",2.1,10.2,"11.75","27.43","2021-08-24","PPO.Godbout.2021","MiFishU"
"146",146,"ADE_21_00434","Godbout","6M4-b",49.3020240403712,-67.6985119655728,"5.99",1.6,4.39,"4.34","28.25","2021-05-31","PPO.Godbout.2021","MiFishU"
"150",150,"ADE_21_00435","Godbout","6M1-c",49.3024350050837,-67.6994880381972,"4.9400000000000004",1.1,3.84,"6.45","26.8","2021-05-31","PPO.Godbout.2021","MiFishU"
"154",154,"ADE_21_00436","Godbout","6M3-b",49.3022029940039,-67.698974981904,"5.68",1.6,4.08,"5.13","27.7","2021-05-31","PPO.Godbout.2021","MiFishU"
"158",158,"ADE_21_00437","Godbout","10M1-b",49.3010130152106,-67.6995059754699,"10.68",2,8.68,"3.57","28.7","2021-05-31","PPO.Godbout.2021","MiFishU"
"162",162,"ADE_21_00438","Godbout","6M2-c",49.3022920098156,-67.6992660015821,"5.7",1.1,4.6,"6.04","27.2","2021-05-31","PPO.Godbout.2021","MiFishU"
"166",166,"ADE_21_00439","Godbout","6M4-a",49.3020240403712,-67.6985119655728,"5.99",1.6,4.39,"4.34","28.25","2021-05-31","PPO.Godbout.2021","MiFishU"
"170",170,"ADE_21_00440","Godbout","10M4-b",49.3007990252227,-67.6981600094587,"11.56",2.4,9.16,"3.18","29.06","2021-05-31","PPO.Godbout.2021","MiFishU"
"174",174,"ADE_21_00441","Godbout","10M4-c",49.3007990252227,-67.6981600094587,"11.56",2.4,9.16,"3.18","29.06","2021-05-31","PPO.Godbout.2021","MiFishU"
"178",178,"ADE_21_00442","Godbout","10M1-a",49.3010130152106,-67.6995059754699,"10.68",2,8.68,"3.57","28.7","2021-05-31","PPO.Godbout.2021","MiFishU"
"186",186,"ADE_21_00444","Godbout","10M3-c",49.3011590279639,-67.6987029891461,"11.23",2.3,8.93,"3.32","28.92","2021-05-31","PPO.Godbout.2021","MiFishU"
"190",190,"ADE_21_00445","Godbout","10M2-c",49.3010039627552,-67.6990540232509,"11.07",2.3,8.77,"3.31","28.93","2021-05-31","PPO.Godbout.2021","MiFishU"
"194",194,"ADE_21_00446","Godbout","10M2-b",49.3010039627552,-67.6990540232509,"11.07",2.3,8.77,"3.31","28.93","2021-05-31","PPO.Godbout.2021","MiFishU"
"198",198,"ADE_21_00447","Godbout","10M1-c",49.3010130152106,-67.6995059754699,"10.68",2,8.68,"3.57","28.7","2021-05-31","PPO.Godbout.2021","MiFishU"
"202",202,"ADE_21_00448","Godbout","6M2-a",49.3022920098156,-67.6992660015821,"5.7",1.1,4.6,"6.04","27.2","2021-05-31","PPO.Godbout.2021","MiFishU"
"206",206,"ADE_21_00449","Godbout","6M3-a",49.3022029940039,-67.698974981904,"5.68",1.6,4.08,"5.13","27.7","2021-05-31","PPO.Godbout.2021","MiFishU"
"210",210,"ADE_21_00450","Godbout","6M2-b",49.3022920098156,-67.6992660015821,"5.7",1.1,4.6,"6.04","27.2","2021-05-31","PPO.Godbout.2021","MiFishU"
"214",214,"ADE_21_00451","Godbout","6M3-c",49.3022029940039,-67.698974981904,"5.68",1.6,4.08,"5.13","27.7","2021-05-31","PPO.Godbout.2021","MiFishU"
"218",218,"ADE_21_00452","Godbout","6M1-a",49.3024350050837,-67.6994880381972,"4.9400000000000004",1.1,3.84,"6.45","26.8","2021-05-31","PPO.Godbout.2021","MiFishU"
"222",222,"ADE_21_00453","Godbout","10M4-a",49.3007990252227,-67.6981600094587,"11.56",2.4,9.16,"3.18","29.06","2021-05-31","PPO.Godbout.2021","MiFishU"
"226",226,"ADE_21_00454","Godbout","10M3-b",49.3011590279639,-67.6987029891461,"11.23",2.3,8.93,"3.32","28.92","2021-05-31","PPO.Godbout.2021","MiFishU"
"230",230,"ADE_21_00456","Godbout","10M3-a",49.3011590279639,-67.6987029891461,"11.23",2.3,8.93,"3.32","28.92","2021-05-31","PPO.Godbout.2021","MiFishU"
"234",234,"ADE_21_00457","Godbout","6M1-b",49.3024350050837,-67.6994880381972,"4.9400000000000004",1.1,3.84,"6.45","26.8","2021-05-31","PPO.Godbout.2021","MiFishU"
"238",238,"ADE_21_00458","Godbout","6M4-c",49.3020240403712,-67.6985119655728,"5.99",1.6,4.39,"4.34","28.25","2021-05-31","PPO.Godbout.2021","MiFishU"
"242",242,"ADE_21_00459","Godbout","14M4-c",49.2990750353783,-67.6980799622834,"17.66",2.8,14.86,"1.79","30.85","2021-06-03","PPO.Godbout.2021","MiFishU"
"246",246,"ADE_21_00460","Godbout","2M2-b",49.3027289584279,-67.6986409630626,"4.3499999999999996",2.8,1.55,"7.06","26.39","2021-06-03","PPO.Godbout.2021","MiFishU"
"250",250,"ADE_21_00461","Godbout","2M1-a",49.3027430400252,-67.6989779993892,"4.7699999999999996",2.8,1.97,"6.5","26.74","2021-06-03","PPO.Godbout.2021","MiFishU"
"258",258,"ADE_21_00463","Godbout","14M1-a",49.2992180306464,-67.699617035687,"18.670000000000002",2.6,16.07,"2.0499999999999998","30.46","2021-06-03","PPO.Godbout.2021","MiFishU"
"262",262,"ADE_21_00464","Godbout","14M2-b",49.2990909609944,-67.6989629957825,"18.66",2.6,16.06,"1.31","31.17","2021-06-03","PPO.Godbout.2021","MiFishU"
"266",266,"ADE_21_00465","Godbout","14M4-b",49.2990750353783,-67.6980799622834,"17.66",2.8,14.86,"1.79","30.85","2021-06-03","PPO.Godbout.2021","MiFishU"
"270",270,"ADE_21_00466","Godbout","2M4-c",49.3023550417274,-67.6979860011488,"6.15",2.6,3.55,"8.81","25.39","2021-06-03","PPO.Godbout.2021","MiFishU"
"274",274,"ADE_21_00467","Godbout","14M4-a",49.2990750353783,-67.6980799622834,"17.66",2.8,14.86,"1.79","30.85","2021-06-03","PPO.Godbout.2021","MiFishU"
"278",278,"ADE_21_00468","Godbout","20M4-b",49.2987400107086,-67.6982600055635,"21.37",2.6,18.77,"1.54","30.8","2021-06-03","PPO.Godbout.2021","MiFishU"
"282",282,"ADE_21_00469","Godbout","14M3-c",49.2990489676595,-67.698634006083,"18.28",2.8,15.48,"1.36","31.12","2021-06-03","PPO.Godbout.2021","MiFishU"
"290",290,"ADE_21_00471","Godbout","2M1-c",49.3027430400252,-67.6989779993892,"4.7699999999999996",2.8,1.97,"6.5","26.74","2021-06-03","PPO.Godbout.2021","MiFishU"
"294",294,"ADE_21_00472","Godbout","14M1-b",49.2992180306464,-67.699617035687,"18.670000000000002",2.6,16.07,"2.0499999999999998","30.46","2021-06-03","PPO.Godbout.2021","MiFishU"
"298",298,"ADE_21_00473","Godbout","14M3-a",49.2990489676595,-67.698634006083,"18.28",2.8,15.48,"1.36","31.12","2021-06-03","PPO.Godbout.2021","MiFishU"
"302",302,"ADE_21_00474","Godbout","2M4-a",49.3023550417274,-67.6979860011488,"6.15",2.6,3.55,"8.81","25.39","2021-06-03","PPO.Godbout.2021","MiFishU"
"306",306,"ADE_21_00475","Godbout","11M1-b",49.300606995821,-67.6987810246646,"12.3",2.2,10.1,"3.44","29.21","2021-06-03","PPO.Godbout.2021","MiFishU"
"310",310,"ADE_21_00476","Godbout","14M2-c",49.2990909609944,-67.6989629957825,"18.66",2.6,16.06,"1.31","31.17","2021-06-03","PPO.Godbout.2021","MiFishU"
"314",314,"ADE_21_00477","Godbout","2M2-c",49.3027289584279,-67.6986409630626,"4.3499999999999996",2.8,1.55,"7.06","26.39","2021-06-03","PPO.Godbout.2021","MiFishU"
