"","X","ID_ADNe","Site","ID_reception","Latitude","Longitude","Depth_CTD","Tide","Depth_m","Temperature","Salinity","Date","Project","Locus"
"1304",1304,"PPO20_197","Godbout","10M1-a",49.301146036014,-67.6990080066025,"11",2.3,8.7,"4.72","26.85","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1308",1308,"PPO20_198","Godbout","10M1-b",49.301146036014,-67.6990080066025,"11",2.3,8.7,"4.72","26.85","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1312",1312,"PPO20_199","Godbout","10M1-c",49.301146036014,-67.6990080066025,"11",2.3,8.7,"4.72","26.85","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1316",1316,"PPO20_200","Godbout","10M2-a",49.3009970057756,-67.6986400410533,"8.76",2.6,6.16,"5.2","28.58","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1320",1320,"PPO20_201","Godbout","10M2-b",49.3009970057756,-67.6986400410533,"8.76",2.6,6.16,"5.2","28.58","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1324",1324,"PPO20_202","Godbout","10M2-c",49.3009970057756,-67.6986400410533,"8.76",2.6,6.16,"5.2","28.58","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1328",1328,"PPO20_203","Godbout","10M3-a",49.3007440399379,-67.6982149947435,"12.3",2.6,9.7,"5.01","29.2","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1332",1332,"PPO20_204","Godbout","10M3-b",49.3007440399379,-67.6982149947435,"12.3",2.6,9.7,"5.01","29.2","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1336",1336,"PPO20_205","Godbout","10M3-c",49.3007440399379,-67.6982149947435,"12.3",2.6,9.7,"5.01","29.2","2020-10-27","PPO.KMcGregor.2020","16Schord"
"1340",1340,"PPO20_206","Godbout","10M4-a",49.3005299661309,-67.6981089636683,"10.199999999999999",2.6,7.6,"5.12","29.1","2020-10-27","PPO.KMcGregor.2020","16Schord"
