",""ID_ADNe"",""Site"",""ID_reception"",""Latitude"",""Longitude"",""Depth_CTD"",""Tide"",""Depth_m"",""Temperature"",""Salinity"",""Date"",""Project"",""Locus"""
"889,""PPO20_081"",""Manicouagan"",""T01-10-3"",""49.158999999999999"",""-68.097700000000003"",""ND"",NA,NA,""ND"",""ND"",2020-08-11,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"890,""PPO20_081"",""Manicouagan"",""T01-10-3"",""49.158999999999999"",""-68.097700000000003"",""ND"",NA,NA,""ND"",""ND"",2020-08-11,""PPO.Kildir.DLevesque.2020"",""COI"""
"891,""PPO20_081"",""Manicouagan"",""T01-10-3"",""49.158999999999999"",""-68.097700000000003"",""ND"",NA,NA,""ND"",""ND"",2020-08-11,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"892,""PPO20_081"",""Manicouagan"",""T01-10-3"",""49.158999999999999"",""-68.097700000000003"",""ND"",NA,NA,""ND"",""ND"",2020-08-11,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"893,""PPO20_083"",""Manicouagan"",""T01-20-1"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"894,""PPO20_083"",""Manicouagan"",""T01-20-1"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""COI"""
"895,""PPO20_083"",""Manicouagan"",""T01-20-1"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"896,""PPO20_083"",""Manicouagan"",""T01-20-1"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"897,""PPO20_084"",""Manicouagan"",""T01-20-2"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"898,""PPO20_084"",""Manicouagan"",""T01-20-2"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""COI"""
"899,""PPO20_084"",""Manicouagan"",""T01-20-2"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"900,""PPO20_084"",""Manicouagan"",""T01-20-2"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"901,""PPO20_085"",""Manicouagan"",""T01-20-3"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"902,""PPO20_085"",""Manicouagan"",""T01-20-3"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""COI"""
"903,""PPO20_085"",""Manicouagan"",""T01-20-3"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"904,""PPO20_085"",""Manicouagan"",""T01-20-3"",""49.158799999999999"",""-68.092500000000001"",""ND"",NA,NA,""ND"",""ND"",2020-08-12,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"905,""PPO20_087"",""Manicouagan"",""T02-10-1"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"906,""PPO20_087"",""Manicouagan"",""T02-10-1"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""COI"""
"907,""PPO20_087"",""Manicouagan"",""T02-10-1"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"908,""PPO20_087"",""Manicouagan"",""T02-10-1"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"909,""PPO20_088"",""Manicouagan"",""T02-10-2"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"910,""PPO20_088"",""Manicouagan"",""T02-10-2"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""COI"""
"911,""PPO20_088"",""Manicouagan"",""T02-10-2"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"912,""PPO20_088"",""Manicouagan"",""T02-10-2"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"913,""PPO20_089"",""Manicouagan"",""T02-10-3"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"914,""PPO20_089"",""Manicouagan"",""T02-10-3"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""COI"""
"915,""PPO20_089"",""Manicouagan"",""T02-10-3"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"916,""PPO20_089"",""Manicouagan"",""T02-10-3"",""49.13147"",""-68.108999999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"917,""PPO20_090"",""Manicouagan"",""T02-20-1"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"918,""PPO20_090"",""Manicouagan"",""T02-20-1"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""COI"""
"919,""PPO20_090"",""Manicouagan"",""T02-20-1"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"920,""PPO20_090"",""Manicouagan"",""T02-20-1"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"921,""PPO20_091"",""Manicouagan"",""T02-20-2"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"922,""PPO20_091"",""Manicouagan"",""T02-20-2"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""COI"""
"923,""PPO20_091"",""Manicouagan"",""T02-20-2"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"924,""PPO20_091"",""Manicouagan"",""T02-20-2"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"925,""PPO20_092"",""Manicouagan"",""T02-20-3"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"926,""PPO20_092"",""Manicouagan"",""T02-20-3"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""COI"""
"927,""PPO20_092"",""Manicouagan"",""T02-20-3"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"928,""PPO20_092"",""Manicouagan"",""T02-20-3"",""49.1327"",""-68.102999999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-15,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"929,""PPO20_094"",""Manicouagan"",""T06-20-1"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"930,""PPO20_094"",""Manicouagan"",""T06-20-1"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""COI"""
"931,""PPO20_094"",""Manicouagan"",""T06-20-1"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"932,""PPO20_094"",""Manicouagan"",""T06-20-1"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"933,""PPO20_095"",""Manicouagan"",""T06-20-2"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"934,""PPO20_095"",""Manicouagan"",""T06-20-2"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""COI"""
"935,""PPO20_095"",""Manicouagan"",""T06-20-2"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"936,""PPO20_095"",""Manicouagan"",""T06-20-2"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"937,""PPO20_096"",""Manicouagan"",""T06-20-3"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"938,""PPO20_096"",""Manicouagan"",""T06-20-3"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""COI"""
"939,""PPO20_096"",""Manicouagan"",""T06-20-3"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"940,""PPO20_096"",""Manicouagan"",""T06-20-3"",""49.053199999999997"",""-68.236779999999996"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"941,""PPO20_097"",""Manicouagan"",""T06-10-1"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"942,""PPO20_097"",""Manicouagan"",""T06-10-1"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""COI"""
"943,""PPO20_097"",""Manicouagan"",""T06-10-1"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"944,""PPO20_097"",""Manicouagan"",""T06-10-1"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"945,""PPO20_098"",""Manicouagan"",""T06-10-2"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"946,""PPO20_098"",""Manicouagan"",""T06-10-2"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""COI"""
"947,""PPO20_098"",""Manicouagan"",""T06-10-2"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"948,""PPO20_098"",""Manicouagan"",""T06-10-2"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"949,""PPO20_099"",""Manicouagan"",""T06-10-3"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"950,""PPO20_099"",""Manicouagan"",""T06-10-3"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""COI"""
"951,""PPO20_099"",""Manicouagan"",""T06-10-3"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"952,""PPO20_099"",""Manicouagan"",""T06-10-3"",""49.054510000000001"",""-68.238129999999998"",""ND"",NA,NA,""ND"",""ND"",2020-08-16,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"953,""PPO20_101"",""Manicouagan"",""T12-20-1"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"954,""PPO20_101"",""Manicouagan"",""T12-20-1"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""COI"""
"955,""PPO20_101"",""Manicouagan"",""T12-20-1"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"956,""PPO20_101"",""Manicouagan"",""T12-20-1"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"957,""PPO20_102"",""Manicouagan"",""T12-20-2"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"958,""PPO20_102"",""Manicouagan"",""T12-20-2"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""COI"""
"959,""PPO20_102"",""Manicouagan"",""T12-20-2"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"960,""PPO20_102"",""Manicouagan"",""T12-20-2"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"961,""PPO20_103"",""Manicouagan"",""T12-20-3"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"962,""PPO20_103"",""Manicouagan"",""T12-20-3"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""COI"""
"963,""PPO20_103"",""Manicouagan"",""T12-20-3"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"964,""PPO20_103"",""Manicouagan"",""T12-20-3"",""49.019799999999996"",""-68.417599999999993"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"965,""PPO20_104"",""Manicouagan"",""T12-10-1"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"966,""PPO20_104"",""Manicouagan"",""T12-10-1"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""COI"""
"967,""PPO20_104"",""Manicouagan"",""T12-10-1"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"968,""PPO20_104"",""Manicouagan"",""T12-10-1"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"969,""PPO20_105"",""Manicouagan"",""T12-10-2"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"970,""PPO20_105"",""Manicouagan"",""T12-10-2"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""COI"""
"971,""PPO20_105"",""Manicouagan"",""T12-10-2"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"972,""PPO20_105"",""Manicouagan"",""T12-10-2"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"973,""PPO20_106"",""Manicouagan"",""T12-10-3"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"974,""PPO20_106"",""Manicouagan"",""T12-10-3"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""COI"""
"975,""PPO20_106"",""Manicouagan"",""T12-10-3"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"976,""PPO20_106"",""Manicouagan"",""T12-10-3"",""49.020499999999998"",""-68.418099999999995"",""ND"",NA,NA,""ND"",""ND"",2020-08-17,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"977,""PPO20_108"",""Manicouagan"",""T08-20-1"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"978,""PPO20_108"",""Manicouagan"",""T08-20-1"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""COI"""
"979,""PPO20_108"",""Manicouagan"",""T08-20-1"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"980,""PPO20_108"",""Manicouagan"",""T08-20-1"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"981,""PPO20_109"",""Manicouagan"",""T08-20-2"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"982,""PPO20_109"",""Manicouagan"",""T08-20-2"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""COI"""
"983,""PPO20_109"",""Manicouagan"",""T08-20-2"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"984,""PPO20_109"",""Manicouagan"",""T08-20-2"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"985,""PPO20_110"",""Manicouagan"",""T08-20-3"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"986,""PPO20_110"",""Manicouagan"",""T08-20-3"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""COI"""
"987,""PPO20_110"",""Manicouagan"",""T08-20-3"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"988,""PPO20_110"",""Manicouagan"",""T08-20-3"",""49.055599999999998"",""-68.308400000000006"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"989,""PPO20_111"",""Manicouagan"",""T08-10-1"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"990,""PPO20_111"",""Manicouagan"",""T08-10-1"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""COI"""
"991,""PPO20_111"",""Manicouagan"",""T08-10-1"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"992,""PPO20_111"",""Manicouagan"",""T08-10-1"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"993,""PPO20_112"",""Manicouagan"",""T08-10-2"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"994,""PPO20_112"",""Manicouagan"",""T08-10-2"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""COI"""
"995,""PPO20_112"",""Manicouagan"",""T08-10-2"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"996,""PPO20_112"",""Manicouagan"",""T08-10-2"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"997,""PPO20_113"",""Manicouagan"",""T08-10-3"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"998,""PPO20_113"",""Manicouagan"",""T08-10-3"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""COI"""
"999,""PPO20_113"",""Manicouagan"",""T08-10-3"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"1000,""PPO20_113"",""Manicouagan"",""T08-10-3"",""49.058300000000003"",""-68.310599999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-18,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"1001,""PPO20_115"",""St-Pancrace"",""STP01-20-1"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"1002,""PPO20_115"",""St-Pancrace"",""STP01-20-1"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""COI"""
"1003,""PPO20_115"",""St-Pancrace"",""STP01-20-1"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"1004,""PPO20_115"",""St-Pancrace"",""STP01-20-1"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"1005,""PPO20_116"",""St-Pancrace"",""STP01-20-2"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"1006,""PPO20_116"",""St-Pancrace"",""STP01-20-2"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""COI"""
"1007,""PPO20_116"",""St-Pancrace"",""STP01-20-2"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"1008,""PPO20_116"",""St-Pancrace"",""STP01-20-2"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"1009,""PPO20_117"",""St-Pancrace"",""STP01-20-3"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""MiMam"""
"1010,""PPO20_117"",""St-Pancrace"",""STP01-20-3"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""COI"""
"1011,""PPO20_117"",""St-Pancrace"",""STP01-20-3"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""MiFishU"""
"1012,""PPO20_117"",""St-Pancrace"",""STP01-20-3"",""49.281199999999998"",""-68.052899999999994"",""ND"",NA,NA,""ND"",""ND"",2020-08-19,""PPO.Kildir.DLevesque.2020"",""16Schord"""
"1013,""PPO20_119"",""Baie-Comeau"",""BCO-009-1"",""49.280880000000003"",""-67.999189999999999"",""ND"",NA,NA,""ND"",""ND"",2020-10-02,""PPO.Leim.MJRoux.2020"",""MiMam"""
"1014,""PPO20_119"",""Baie-Comeau"",""BCO-009-1"",""49.280880000000003"",""-67.999189999999999"",""ND"",NA,NA,""ND"",""ND"",2020-10-02,""PPO.Leim.MJRoux.2020"",""COI"""
"1015,""PPO20_119"",""Baie-Comeau"",""BCO-009-1"",""49.280880000000003"",""-67.999189999999999"",""ND"",NA,NA,""ND"",""ND"",2020-10-02,""PPO.Leim.MJRoux.2020"",""MiFishU"""
"1016,""PPO20_119"",""Baie-Comeau"",""BCO-009-1"",""49.280880000000003"",""-67.999189999999999"",""ND"",NA,NA,""ND"",""ND"",2020-10-02,""PPO.Leim.MJRoux.2020"",""16Schord"""
"1017,""PPO20_120"",""Baie-Comeau"",""BCO-009-2"",""49.280880000000003"",""-67.999189999999999"",""ND"",NA,NA,""ND"",""ND"",2020-10-02,""PPO.Leim.MJRoux.2020"",""MiMam"""
"1018,""PPO20_120"",""Baie-Comeau"",""BCO-009-2"",""49.280880000000003"",""-67.999189999999999"",""ND"",NA,NA,""ND"",""ND"",2020-10-02,""PPO.Leim.MJRoux.2020"",""COI"""
