",""ID_ADNe"",""Site"",""ID_reception"",""Latitude"",""Longitude"",""Depth_CTD"",""Tide"",""Depth_m"",""Temperature"",""Salinity"",""Date"",""Project"",""Locus"""
"250,""ADE_21_00461"",""Godbout"",""2M1-a"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"251,""ADE_21_00461"",""Godbout"",""2M1-a"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"252,""ADE_21_00461"",""Godbout"",""2M1-a"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"253,""ADE_21_00462"",""Godbout"",""11M2-a"",""49.300498031079769"",""-67.698490004986525"",""12.19"",""2.2000000000000002"",9.99,""3.76"",""28.92"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"254,""ADE_21_00462"",""Godbout"",""11M2-a"",""49.300498031079769"",""-67.698490004986525"",""12.19"",""2.2000000000000002"",9.99,""3.76"",""28.92"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"255,""ADE_21_00462"",""Godbout"",""11M2-a"",""49.300498031079769"",""-67.698490004986525"",""12.19"",""2.2000000000000002"",9.99,""3.76"",""28.92"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"256,""ADE_21_00462"",""Godbout"",""11M2-a"",""49.300498031079769"",""-67.698490004986525"",""12.19"",""2.2000000000000002"",9.99,""3.76"",""28.92"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"257,""ADE_21_00463"",""Godbout"",""14M1-a"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"258,""ADE_21_00463"",""Godbout"",""14M1-a"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"259,""ADE_21_00463"",""Godbout"",""14M1-a"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"260,""ADE_21_00463"",""Godbout"",""14M1-a"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"261,""ADE_21_00464"",""Godbout"",""14M2-b"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"262,""ADE_21_00464"",""Godbout"",""14M2-b"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"263,""ADE_21_00464"",""Godbout"",""14M2-b"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"264,""ADE_21_00464"",""Godbout"",""14M2-b"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"265,""ADE_21_00465"",""Godbout"",""14M4-b"",""49.299075035378337"",""-67.698079962283373"",""17.66"",""2.8"",14.86,""1.79"",""30.85"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"266,""ADE_21_00465"",""Godbout"",""14M4-b"",""49.299075035378337"",""-67.698079962283373"",""17.66"",""2.8"",14.86,""1.79"",""30.85"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"267,""ADE_21_00465"",""Godbout"",""14M4-b"",""49.299075035378337"",""-67.698079962283373"",""17.66"",""2.8"",14.86,""1.79"",""30.85"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"268,""ADE_21_00465"",""Godbout"",""14M4-b"",""49.299075035378337"",""-67.698079962283373"",""17.66"",""2.8"",14.86,""1.79"",""30.85"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"269,""ADE_21_00466"",""Godbout"",""2M4-c"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"270,""ADE_21_00466"",""Godbout"",""2M4-c"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"271,""ADE_21_00466"",""Godbout"",""2M4-c"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"272,""ADE_21_00466"",""Godbout"",""2M4-c"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"273,""ADE_21_00467"",""Godbout"",""14M4-a"",""49.299075035378337"",""-67.698079962283373"",""17.66"",""2.8"",14.86,""1.79"",""30.85"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"274,""ADE_21_00467"",""Godbout"",""14M4-a"",""49.299075035378337"",""-67.698079962283373"",""17.66"",""2.8"",14.86,""1.79"",""30.85"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"275,""ADE_21_00467"",""Godbout"",""14M4-a"",""49.299075035378337"",""-67.698079962283373"",""17.66"",""2.8"",14.86,""1.79"",""30.85"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"276,""ADE_21_00467"",""Godbout"",""14M4-a"",""49.299075035378337"",""-67.698079962283373"",""17.66"",""2.8"",14.86,""1.79"",""30.85"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"277,""ADE_21_00468"",""Godbout"",""20M4-b"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"278,""ADE_21_00468"",""Godbout"",""20M4-b"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"279,""ADE_21_00468"",""Godbout"",""20M4-b"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"280,""ADE_21_00468"",""Godbout"",""20M4-b"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"281,""ADE_21_00469"",""Godbout"",""14M3-c"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"282,""ADE_21_00469"",""Godbout"",""14M3-c"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"283,""ADE_21_00469"",""Godbout"",""14M3-c"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"284,""ADE_21_00469"",""Godbout"",""14M3-c"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"285,""ADE_21_00470"",""Godbout"",""2M4-b"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"286,""ADE_21_00470"",""Godbout"",""2M4-b"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"287,""ADE_21_00470"",""Godbout"",""2M4-b"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"288,""ADE_21_00470"",""Godbout"",""2M4-b"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"289,""ADE_21_00471"",""Godbout"",""2M1-c"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"290,""ADE_21_00471"",""Godbout"",""2M1-c"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"291,""ADE_21_00471"",""Godbout"",""2M1-c"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"292,""ADE_21_00471"",""Godbout"",""2M1-c"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"293,""ADE_21_00472"",""Godbout"",""14M1-b"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"294,""ADE_21_00472"",""Godbout"",""14M1-b"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"295,""ADE_21_00472"",""Godbout"",""14M1-b"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"296,""ADE_21_00472"",""Godbout"",""14M1-b"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"297,""ADE_21_00473"",""Godbout"",""14M3-a"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"298,""ADE_21_00473"",""Godbout"",""14M3-a"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"299,""ADE_21_00473"",""Godbout"",""14M3-a"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"300,""ADE_21_00473"",""Godbout"",""14M3-a"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"301,""ADE_21_00474"",""Godbout"",""2M4-a"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"302,""ADE_21_00474"",""Godbout"",""2M4-a"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"303,""ADE_21_00474"",""Godbout"",""2M4-a"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"304,""ADE_21_00474"",""Godbout"",""2M4-a"",""49.302355041727424"",""-67.69798600114882"",""6.15"",""2.6"",3.55,""8.81"",""25.39"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"305,""ADE_21_00475"",""Godbout"",""11M1-b"",""49.300606995820999"",""-67.69878102466464"",""12.3"",""2.2000000000000002"",10.1,""3.44"",""29.21"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"306,""ADE_21_00475"",""Godbout"",""11M1-b"",""49.300606995820999"",""-67.69878102466464"",""12.3"",""2.2000000000000002"",10.1,""3.44"",""29.21"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"307,""ADE_21_00475"",""Godbout"",""11M1-b"",""49.300606995820999"",""-67.69878102466464"",""12.3"",""2.2000000000000002"",10.1,""3.44"",""29.21"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"308,""ADE_21_00475"",""Godbout"",""11M1-b"",""49.300606995820999"",""-67.69878102466464"",""12.3"",""2.2000000000000002"",10.1,""3.44"",""29.21"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"309,""ADE_21_00476"",""Godbout"",""14M2-c"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"310,""ADE_21_00476"",""Godbout"",""14M2-c"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"311,""ADE_21_00476"",""Godbout"",""14M2-c"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"312,""ADE_21_00476"",""Godbout"",""14M2-c"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"313,""ADE_21_00477"",""Godbout"",""2M2-c"",""49.302728958427906"",""-67.698640963062644"",""4.3499999999999996"",""2.8"",1.55,""7.06"",""26.39"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"314,""ADE_21_00477"",""Godbout"",""2M2-c"",""49.302728958427906"",""-67.698640963062644"",""4.3499999999999996"",""2.8"",1.55,""7.06"",""26.39"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"315,""ADE_21_00477"",""Godbout"",""2M2-c"",""49.302728958427906"",""-67.698640963062644"",""4.3499999999999996"",""2.8"",1.55,""7.06"",""26.39"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"316,""ADE_21_00477"",""Godbout"",""2M2-c"",""49.302728958427906"",""-67.698640963062644"",""4.3499999999999996"",""2.8"",1.55,""7.06"",""26.39"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"317,""ADE_21_00478"",""Godbout"",""20M4-a"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"318,""ADE_21_00478"",""Godbout"",""20M4-a"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"319,""ADE_21_00478"",""Godbout"",""20M4-a"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"320,""ADE_21_00478"",""Godbout"",""20M4-a"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"321,""ADE_21_00479"",""Godbout"",""2M3-a"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"322,""ADE_21_00479"",""Godbout"",""2M3-a"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"323,""ADE_21_00479"",""Godbout"",""2M3-a"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"324,""ADE_21_00479"",""Godbout"",""2M3-a"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"325,""ADE_21_00480"",""Godbout"",""14M2-a"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"326,""ADE_21_00480"",""Godbout"",""14M2-a"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"327,""ADE_21_00480"",""Godbout"",""14M2-a"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"328,""ADE_21_00480"",""Godbout"",""14M2-a"",""49.299090960994363"",""-67.698962995782495"",""18.66"",""2.6"",16.06,""1.31"",""31.17"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"329,""ADE_21_00481"",""Godbout"",""14M3-b"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"330,""ADE_21_00481"",""Godbout"",""14M3-b"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"331,""ADE_21_00481"",""Godbout"",""14M3-b"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"332,""ADE_21_00481"",""Godbout"",""14M3-b"",""49.299048967659473"",""-67.698634006083012"",""18.28"",""2.8"",15.48,""1.36"",""31.12"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"333,""ADE_21_00482"",""Godbout"",""2M3-c"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"334,""ADE_21_00482"",""Godbout"",""2M3-c"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"335,""ADE_21_00482"",""Godbout"",""2M3-c"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"336,""ADE_21_00482"",""Godbout"",""2M3-c"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"337,""ADE_21_00483"",""Godbout"",""2M2-a"",""49.302728958427906"",""-67.698640963062644"",""4.3499999999999996"",""2.8"",1.55,""7.06"",""26.39"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"338,""ADE_21_00483"",""Godbout"",""2M2-a"",""49.302728958427906"",""-67.698640963062644"",""4.3499999999999996"",""2.8"",1.55,""7.06"",""26.39"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"339,""ADE_21_00483"",""Godbout"",""2M2-a"",""49.302728958427906"",""-67.698640963062644"",""4.3499999999999996"",""2.8"",1.55,""7.06"",""26.39"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"340,""ADE_21_00483"",""Godbout"",""2M2-a"",""49.302728958427906"",""-67.698640963062644"",""4.3499999999999996"",""2.8"",1.55,""7.06"",""26.39"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"341,""ADE_21_00484"",""Godbout"",""2M3-b"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"342,""ADE_21_00484"",""Godbout"",""2M3-b"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"343,""ADE_21_00484"",""Godbout"",""2M3-b"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"344,""ADE_21_00484"",""Godbout"",""2M3-b"",""49.302682019770145"",""-67.698381962254643"",""3.5"",""2.8"",0.7,""8.51"",""25.6"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"345,""ADE_21_00485"",""Godbout"",""2M1-b"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"346,""ADE_21_00485"",""Godbout"",""2M1-b"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"347,""ADE_21_00485"",""Godbout"",""2M1-b"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"348,""ADE_21_00485"",""Godbout"",""2M1-b"",""49.302743040025234"",""-67.698977999389172"",""4.7699999999999996"",""2.8"",1.97,""6.5"",""26.74"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"349,""ADE_21_00486"",""Godbout"",""14M1-c"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"350,""ADE_21_00486"",""Godbout"",""14M1-c"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"351,""ADE_21_00486"",""Godbout"",""14M1-c"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"352,""ADE_21_00486"",""Godbout"",""14M1-c"",""49.299218030646443"",""-67.69961703568697"",""18.670000000000002"",""2.6"",16.07,""2.0499999999999998"",""30.46"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"353,""ADE_21_00487"",""Godbout"",""20M4-c"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"354,""ADE_21_00487"",""Godbout"",""20M4-c"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"355,""ADE_21_00487"",""Godbout"",""20M4-c"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"356,""ADE_21_00487"",""Godbout"",""20M4-c"",""49.29874001070857"",""-67.698260005563498"",""21.37"",""2.6"",18.77,""1.54"",""30.8"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"357,""ADE_21_00488"",""Godbout"",""11M1-a"",""49.300606995820999"",""-67.69878102466464"",""12.3"",""2.2000000000000002"",10.1,""3.44"",""29.21"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"358,""ADE_21_00488"",""Godbout"",""11M1-a"",""49.300606995820999"",""-67.69878102466464"",""12.3"",""2.2000000000000002"",10.1,""3.44"",""29.21"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"359,""ADE_21_00488"",""Godbout"",""11M1-a"",""49.300606995820999"",""-67.69878102466464"",""12.3"",""2.2000000000000002"",10.1,""3.44"",""29.21"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"360,""ADE_21_00488"",""Godbout"",""11M1-a"",""49.300606995820999"",""-67.69878102466464"",""12.3"",""2.2000000000000002"",10.1,""3.44"",""29.21"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"361,""ADE_21_00489"",""Godbout"",""40M1-a"",""49.294844018295407"",""-67.698999959975481"",""36.840000000000003"",""1.9"",34.94,""1.01"",""31.35"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"362,""ADE_21_00489"",""Godbout"",""40M1-a"",""49.294844018295407"",""-67.698999959975481"",""36.840000000000003"",""1.9"",34.94,""1.01"",""31.35"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"363,""ADE_21_00489"",""Godbout"",""40M1-a"",""49.294844018295407"",""-67.698999959975481"",""36.840000000000003"",""1.9"",34.94,""1.01"",""31.35"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"364,""ADE_21_00489"",""Godbout"",""40M1-a"",""49.294844018295407"",""-67.698999959975481"",""36.840000000000003"",""1.9"",34.94,""1.01"",""31.35"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"365,""ADE_21_00490"",""Godbout"",""11M4-a"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"366,""ADE_21_00490"",""Godbout"",""11M4-a"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"367,""ADE_21_00490"",""Godbout"",""11M4-a"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"368,""ADE_21_00490"",""Godbout"",""11M4-a"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"369,""ADE_21_00491"",""Godbout"",""11M4-c"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"370,""ADE_21_00491"",""Godbout"",""11M4-c"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"371,""ADE_21_00491"",""Godbout"",""11M4-c"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"372,""ADE_21_00491"",""Godbout"",""11M4-c"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""COI"""
"373,""ADE_21_00492"",""Godbout"",""11M4-b"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""12S248"""
"374,""ADE_21_00492"",""Godbout"",""11M4-b"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""MiFishU"""
"375,""ADE_21_00492"",""Godbout"",""11M4-b"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""16Schord"""
"376,""ADE_21_00492"",""Godbout"",""11M4-b"",""49.300292003899813"",""-67.698016008362174"",""12.23"",""1.8"",10.43,""3.7"",""28.81"",2021-06-03,""PPO.Godbout.2021"",""COI"""
