"","Gadus","Ammodytidae","Myoxocephalus","Ammodytes americanus","Gasterosteus aculeatus","Ammodytes dubius","Gymnocanthus tricuspis","Microgadus tomcod","Pleuronectidae","Sebastes fasciatus","Mallotus villosus","Clupea harengus","Hemitripterus americanus","Bos","Artediellus uncinatus","Stichaeus punctatus","Pholis gunnellus","Urophycis tenuis","Liparis miostomus","Scomber scombrus","Anarhichas","Catostomus commersonii","Halichoerus grypus","Homo sapiens","Phocoena phocoena","Gadus macrocephalus","Limanda","Stichaeidae","Canis lupus","Acipenser oxyrinchus","Anisarchus","Megaptera novaeangliae","Cyclopterus lumpus","Enchelyopus cimbrius","Eumicrotremus spinosus","Chrosomus neogaeus","Lagenorhynchus acutus","Phoca vitulina","Phasianidae","Balaenoptera musculus","NA","Sus scrofa","Triglops murrayi","Hippoglossus","Gadus morhua","Liparis","Trachinotus blochii","Askoldia variegata","Opisthocentrus ocellatus","Balaenoptera physalus","Pseudopleuronectes","Zoarces americanus","Lycodes","Myoxocephalus aenaeas","Thunnus thynnus","Gymnelus hemifasciatus","Hippoglossoides robustus","Balaenoptera acutorostrata","Melanostigma atlanticum","Asterias rubens","Ammodytes hexapterus","Artediellus","Phalacrocorax auritus","Odocoileus virginianus","Pseudoalteromonas prydzensis"
"BDA20_089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00397",0,44442,0,24327,0,3938,0,0,0,0,15132,0,0,0,0,27340,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,0
"ADE_21_00398",19406,16666,0,0,0,19169,0,0,15621,0,19398,0,0,0,0,9762,3664,0,0,0,0,0,0,0,0,0,0,16780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,10299,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00399",0,34178,0,0,0,0,0,0,0,0,15761,0,0,0,0,23089,12644,0,0,0,0,0,0,62,0,0,0,4638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11702,2260,0,5423,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00400",0,19636,3298,1395,0,2758,0,0,2797,0,4931,0,3441,0,0,8602,4589,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00401",0,61534,0,3254,0,9044,0,0,0,0,10950,0,0,0,0,34738,6611,0,0,2733,0,0,40,0,0,0,0,4047,0,0,0,0,2586,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00402",0,57542,0,29197,0,15225,0,0,0,0,17663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00403",8669,14513,13300,0,0,5405,0,0,0,0,24399,0,0,0,0,15039,34223,0,0,0,0,0,0,0,0,0,0,11555,0,0,0,0,0,0,3029,0,0,0,0,0,0,1146,0,0,9369,0,0,0,0,0,0,1338,0,0,0,0,0,0,0,0,0,0,2,0,0
"ADE_21_00404",0,47044,0,4105,0,22343,0,0,0,0,15036,0,0,0,0,10282,8759,0,0,0,0,0,0,0,419,0,0,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00405",0,9889,0,0,0,4292,0,0,0,0,170,0,548,0,0,4629,3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00407",0,23083,0,0,0,10459,0,0,0,0,34022,0,0,0,0,8807,10319,0,0,0,0,0,0,557,0,0,0,27098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00408",0,15638,0,7429,0,4964,0,0,0,0,4109,0,0,0,0,18583,21128,0,0,0,0,0,0,0,0,0,0,8523,0,0,0,0,0,0,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00409",0,0,0,0,0,33737,0,0,0,0,0,0,0,0,0,43832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00410",9257,11086,28431,0,0,0,0,0,0,0,13579,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7545,0,0,0,0,0,0
"ADE_21_00411",0,11209,0,5639,0,20860,0,0,0,0,39703,0,23496,0,0,11432,0,0,0,0,0,0,0,0,0,0,0,6807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8481,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00412",0,14745,0,2598,0,0,0,0,0,0,16722,0,0,0,0,5170,16641,0,0,0,0,0,0,0,0,0,0,10546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10444,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00413",0,24090,19426,0,0,0,0,0,0,0,187740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,0,0,0,0,0,0,0,4,0,0,0,0,0
"ADE_21_00414",0,60320,0,16521,0,10056,0,0,0,0,23428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00415",0,44906,0,0,0,0,0,0,0,0,8310,0,0,0,0,0,10836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00416",0,14099,33347,0,0,0,0,0,0,0,9958,0,0,0,0,15666,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20520,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ADE_21_00417",0,51556,0,0,0,3548,0,0,0,0,33117,0,0,0,0,14831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15541,0,4958,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00418",0,39134,0,0,0,17386,0,0,0,0,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00419",0,8347,19522,6186,0,0,0,0,0,0,10348,0,0,0,0,0,5969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00420",2008,12000,0,0,0,2667,0,0,0,0,11722,0,0,0,0,5676,0,0,0,3594,0,0,0,0,0,0,0,8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00421",0,21615,0,8578,0,0,0,0,2787,0,24167,0,0,0,0,10144,4550,0,0,0,0,0,0,0,0,0,0,6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5189,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00422",3549,22464,0,4785,0,0,0,0,0,0,20486,0,5062,0,0,13562,2697,0,0,0,2184,0,42,204,0,0,0,20110,0,0,0,0,0,0,2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00423",14026,58836,0,2306,0,8873,0,0,0,0,8011,0,0,0,0,10515,0,0,0,0,0,0,0,0,0,0,0,7649,0,0,0,0,0,0,3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6487,4394,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00424",4090,5222,10364,10997,0,0,0,0,0,0,21373,0,0,0,0,0,8079,0,2238,0,0,0,0,0,0,0,0,4080,0,0,0,0,3199,0,0,0,0,0,0,0,0,1697,0,0,0,4162,0,0,0,0,0,7849,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00425",0,39947,0,3610,0,5418,0,0,0,0,0,0,0,0,0,5039,10177,0,0,6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00426",0,10374,0,25212,0,0,0,0,0,0,13830,0,0,0,0,7708,10942,0,0,0,0,0,0,0,0,0,0,6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"ADE_21_00427",0,33566,4595,7330,0,2001,0,0,0,0,16404,0,13370,0,0,18748,14491,0,0,2379,0,0,0,0,0,0,0,7820,0,0,0,0,5760,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00428",0,1623,0,0,0,0,3316,0,0,0,9351,0,0,0,0,6480,0,0,0,0,0,0,0,0,0,0,0,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00429",0,27131,0,0,0,0,0,0,0,0,30013,0,0,0,0,10352,23663,0,0,16910,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00430",2245,16734,25414,0,0,2785,0,0,0,0,45418,0,0,0,0,41478,8065,0,0,2539,0,0,0,0,0,0,0,16404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,0,0,0,0,0,0,0,0,235,0,0,0,0
"ADE_21_00431",16049,14264,11179,0,0,0,0,0,0,0,26413,0,0,0,0,0,19094,0,0,0,0,0,168,0,0,0,0,7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,0,0,0,0,0,0,0,4,0,0,0,0,0
"ADE_21_00432",0,33762,0,2420,0,0,0,0,0,0,34914,0,0,0,0,7252,11097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00433",0,27560,0,12087,0,0,0,0,0,0,8042,0,0,0,0,23129,7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12735,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00434",0,45976,0,0,0,0,0,0,0,0,16594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00435",0,0,0,0,0,0,0,0,0,0,30327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0
"ADE_21_00436",0,0,0,42797,0,23848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00437",0,90991,0,0,0,0,0,0,0,0,9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"ADE_21_00438",0,22809,0,0,0,0,0,0,0,0,7640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25392,0,0,0,0,0,0,0,0,0,0,0,0,0,14239,0,0,0,0,0,0,0,0,3257,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"ADE_21_00439",0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00440",0,23255,0,20492,0,11556,0,0,0,0,13575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32719,0,0,0,0,0,1227,0,3,0,0,0,0,0,0,0,0,0,0,10012,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00441",0,0,0,5437,0,7132,0,0,8244,0,5285,3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3873,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00442",0,0,0,0,0,0,0,0,0,0,68806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00444",0,44743,0,0,0,47947,0,0,0,11067,25171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00445",0,0,0,32708,0,0,0,0,0,0,29475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00446",0,4387,0,0,0,0,0,0,0,0,40769,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,21403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00447",0,15910,16804,0,0,0,0,0,0,0,14004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4447,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00448",0,13743,0,0,0,0,0,0,0,0,9884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
"ADE_21_00449",0,18789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00450",0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00451",0,0,0,74414,0,0,0,0,0,0,31703,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00452",0,41999,8007,0,0,0,0,0,0,0,0,0,0,0,0,6509,0,0,0,0,0,0,0,0,0,0,0,15496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8269,0,0,0,0,0,0,0,49,0,0,0,0,0
"ADE_21_00453",0,22051,8823,38930,0,3083,0,0,0,0,17378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9646,5047,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00454",0,11923,0,23382,0,34180,0,0,0,0,27458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00456",0,0,0,42612,0,0,0,0,0,0,30833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00457",0,18141,0,0,0,0,0,0,0,0,4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7413,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"ADE_21_00458",0,0,0,0,0,0,0,0,0,0,11828,0,0,0,0,41376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00459",0,31974,0,27856,0,23879,0,0,0,0,13683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11934,0,0,0,0,0,0,0,0,0,0,0,0,0,61620,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32744,2560,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00463",0,33331,6745,6257,0,13422,0,0,0,0,14065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ADE_21_00464",6022,27727,0,0,0,13419,0,0,0,0,37420,0,0,0,0,0,8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00465",0,7343,0,18172,0,14044,0,0,12051,0,6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00467",0,17167,0,5980,0,40192,0,0,0,0,27819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ADE_21_00468",0,52599,0,0,0,14852,0,0,0,0,31254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00469",0,27190,0,13504,0,9914,4665,0,5752,0,16966,0,0,0,0,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00471",0,5995,0,0,0,0,0,0,0,0,0,0,0,0,0,25187,0,0,0,0,0,0,0,0,0,0,0,11536,0,0,0,0,34155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29699,1690,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00472",30420,42816,0,0,0,43045,0,0,0,0,22020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00473",0,17807,0,34484,0,22404,0,0,6685,0,35608,0,0,0,0,12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00474",0,0,0,44008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00475",0,32665,0,42663,0,0,0,0,0,0,9308,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00476",0,79209,0,19606,0,0,0,0,0,0,28195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00477",0,7628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00478",0,12695,0,0,0,33929,0,0,0,0,26315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00480",0,16938,0,19020,0,0,0,0,0,0,36332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00481",0,0,0,0,0,0,0,0,0,0,58655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00482",0,14802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00483",0,19256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00485",0,0,0,0,0,0,0,0,0,0,8427,0,0,0,0,0,21814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52793,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ADE_21_00486",0,39229,0,13944,0,0,0,0,0,0,25728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00487",0,42903,0,9132,0,23291,0,0,0,0,28497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00488",0,0,0,0,0,0,0,0,0,0,15154,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00489",0,0,0,0,0,0,0,0,0,0,63113,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADE_21_00490",0,16573,0,0,0,0,0,0,0,0,17984,0,0,0,0,0,21350,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
