"","Df","Variance","F","Pr..F.","R2","adj.R2","Transfo","Project_Locus"
"Longitude",1,1602.65206863618,0.735650568555314,0.53,"0.021","pRDA","hell","PPO.KMcGregor.2020_16Schord"
"Latitude",1,3177.57868427225,1.45857457863787,0.198,"0.042","pRDA","hell","PPO.KMcGregor.2020_16Schord"
"Depth_m",1,2777.53114907401,1.27494445549568,0.248,"0.037","pRDA","hell","PPO.KMcGregor.2020_16Schord"
"Temperature",1,2003.01379764691,0.919424913179699,0.393,"0.026","pRDA","hell","PPO.KMcGregor.2020_16Schord"
"Salinity",1,2906.24614759417,1.33402731177873,0.229,"0.038","pRDA","hell","PPO.KMcGregor.2020_16Schord"
"Residual",29,63177.9705978093,NA,NA,"0.835","pRDA","hell","PPO.KMcGregor.2020_16Schord"
"Model",5,11167.1968314929,1.02519503253726,0.424,"0.15","0.004","hell - all model","PPO.KMcGregor.2020_16Schord"
"Residual1",29,63177.9705978093,NA,NA,"NA","NA","hell - all model","PPO.KMcGregor.2020_16Schord"
