"","Df","Variance","F","Pr..F.","R2","adj.R2","Transfo","Project_Locus"
"Longitude",1,1671.87436176625,0.839460534278567,0.406,"0.025","pRDA","hell","PPO.KMcGregor.2020_COI"
"Latitude",1,754.598598304961,0.378889560714194,0.632,"0.011","pRDA","hell","PPO.KMcGregor.2020_COI"
"Depth_m",1,914.910472565542,0.459383343438282,0.586,"0.014","pRDA","hell","PPO.KMcGregor.2020_COI"
"Temperature",1,3652.18436973102,1.83378889730643,0.162,"0.055","pRDA","hell","PPO.KMcGregor.2020_COI"
"Salinity",1,1934.68109186908,0.971417745364122,0.351,"0.029","pRDA","hell","PPO.KMcGregor.2020_COI"
"Residual",29,57756.5644975661,NA,NA,"0.866","pRDA","hell","PPO.KMcGregor.2020_COI"
"Model",5,5177.86467993712,0.519968862498752,0.841,"0.082","-0.076","hell - all model","PPO.KMcGregor.2020_COI"
"Residual1",29,57756.5644975661,NA,NA,"NA","NA","hell - all model","PPO.KMcGregor.2020_COI"
