"","Df","Variance","F","Pr..F.","R2","adj.R2","Transfo","Project_Locus"
"Longitude",1,14553.3118745913,3.00504917042009,0.073,"0.112","pRDA","hell","PPO.KMcGregor.2020_MiFishU"
"Latitude",1,1911.21134636069,0.39463760004387,0.579,"0.015","pRDA","hell","PPO.KMcGregor.2020_MiFishU"
"Depth_m",1,3642.85880461332,0.752197844936804,0.402,"0.028","pRDA","hell","PPO.KMcGregor.2020_MiFishU"
"Temperature",1,14010.9532825517,2.89305993723913,0.105,"0.108","pRDA","hell","PPO.KMcGregor.2020_MiFishU"
"Salinity",1,4087.16046174607,0.843939734184301,0.277,"0.031","pRDA","hell","PPO.KMcGregor.2020_MiFishU"
"Residual",19,92016.1068707504,NA,NA,"0.707","pRDA","hell","PPO.KMcGregor.2020_MiFishU"
"Model",5,34874.8164639524,1.44022940189339,0.191,"0.275","0.084","hell - all model","PPO.KMcGregor.2020_MiFishU"
"Residual1",19,92016.1068707504,NA,NA,"NA","NA","hell - all model","PPO.KMcGregor.2020_MiFishU"
