"","Df","Variance","F","Pr..F.","R2","adj.R2","Transfo","Project_Locus"
"Longitude",1,30721535.1102238,1.8159002579871,0.12,"0.09","pRDA","Log1p","PPO.Leim.VRoy.2019_MiFishU"
"Latitude",1,31152851.2013115,1.84139465461377,0.112,"0.091","pRDA","Log1p","PPO.Leim.VRoy.2019_MiFishU"
"Depth_m",1,17763103.6179351,1.04994832864734,0.391,"0.052","pRDA","Log1p","PPO.Leim.VRoy.2019_MiFishU"
"Temperature",1,4382408.94980326,0.25903710586078,0.972,"0.013","pRDA","Log1p","PPO.Leim.VRoy.2019_MiFishU"
"Salinity",1,4788839.857945,0.283060579567434,0.953,"0.014","pRDA","Log1p","PPO.Leim.VRoy.2019_MiFishU"
"Residual",15,253771111.395828,NA,NA,"0.741","pRDA","Log1p","PPO.Leim.VRoy.2019_MiFishU"
"Model",5,85898348.0551507,1.01546248801939,0.463,"0.253","0.004","Log1p - all model","PPO.Leim.VRoy.2019_MiFishU"
"Residual1",15,253771111.395828,NA,NA,"NA","NA","Log1p - all model","PPO.Leim.VRoy.2019_MiFishU"
